	GpB_1	GpB_2	GpA_1	GpA_2	GpA_3	GpA_4	GpA_5	GpA_6
HINT3	72	41	56	56	49	42	89	43
HIPK1	421	299	607	521	579	478	473	521
HIPK2	717	522	650	506	181	388	412	1259
HIPK3	197	229	379	345	525	264	449	332
HIRA	314	166	314	272	271	261	260	349
HIRIP3	183	136	119	170	84	163	115	221
HIST1H1C	5434	7981	3658	5837	2968	6438	1536	6356
HIST1H2BD	996	4793	1604	3518	2345	2848	571	4032
HIST1H2BK	973	3757	758	2372	984	1402	443	1900
HIST1H4C	595	2498	409	1966	1123	1127	696	1133
HIVEP1	850	648	1683	699	934	984	1181	1043
HIVEP2	301	108	518	260	434	336	250	316
HIVEP3	313	236	242	183	115	150	163	545
HK1	1106	698	907	962	825	1192	1078	986
HK2	718	421	343	353	192	606	475	242
HKR1	55	35	83	52	78	73	71	74
HLA-A	16267	12163	16320	7208	6258	7414	11895	11716
HLA-B	29098	25266	16147	15320	10182	10027	14971	15978
HLA-C	9293	6339	8338	6066	3823	6047	7920	8000
HLA-DMA	1505	633	2379	603	713	860	909	1793
HLA-DMB	1157	308	1213	391	328	526	732	1016
HLA-DOA	263	177	647	139	152	344	197	579
HLA-DOB	543	123	962	120	55	743	193	683
HLA-DPA1	17724	6147	29749	5057	6404	10160	9176	13228
HLA-DPB1	3687	968	6399	1067	1306	2215	1969	3651
HLA-DQA1	10048	2254	8199	1948	1580	4466	2562	3187
HLA-DQA2	1457	887	2191	336	266	1150	579	556
HLA-DQB1	8815	3760	6457	1254	866	2639	1756	3113
HLA-DRA	18669	12189	22962	5219	5098	11839	5938	14821
HLA-DRB1	5426	2913	4613	1394	780	2668	2644	3177
HLA-DRB5	3773	1751	2292	704	374	1603	469	1697
HLA-E	7639	5009	9725	3932	3985	5279	8186	6082
HLA-F	2128	1590	2852	1584	1266	1936	2083	3477
HLA-G	350	455	239	537	175	400	489	454
HLCS	89	102	160	65	124	109	75	57
HLTF	24	88	71	67	155	52	30	91
HM13	567	507	549	514	628	357	483	453
HMBOX1	249	141	265	138	164	156	192	182
HMBS	101	104	113	115	86	156	215	168
HMCES	175	52	70	95	174	62	58	27
HMG20A	204	198	246	150	184	196	102	190
HMG20B	204	129	143	208	154	233	212	191
HMGA1	520	874	224	432	247	601	353	350
HMGB2	200	1932	399	1091	921	746	146	1120
HMGCL	197	149	220	151	169	191	202	163
HMGCR	378	759	266	354	636	162	191	248
HMGCS1	270	1135	213	339	449	183	168	216
HMGN1	230	353	189	204	157	242	359	197
HMGN2	280	1140	146	485	162	449	198	211
HMGN3	263	942	346	295	461	514	192	216
HMGN4	160	64	169	78	118	97	116	113
HMGXB3	176	157	244	261	279	262	285	347
HMGXB4	113	102	116	121	99	131	156	152
HMHA1	2327	933	2126	1496	1039	1646	1545	1595
HMMR	54	390	66	185	161	95	26	155
HMOX1	139	123	196	64	113	45	75	138
HMOX2	393	220	252	328	183	265	267	310
HN1	235	248	194	208	165	220	323	151
HN1L	329	360	257	258	209	294	269	219
HNRNPA0	785	606	399	532	575	590	758	262
HNRNPA1	1232	6089	702	2624	1055	3010	3359	540
HNRNPA1L2	265	1937	374	1078	507	1352	1948	246
HNRNPA2B1	4155	5246	2967	4286	3826	4381	2603	3124
HNRNPA3	788	1688	362	692	444	1118	558	215
HNRNPAB	517	1022	420	1049	566	836	980	936
HNRNPC	4132	5496	4373	3174	2911	4125	3075	2447
HNRNPD	1402	1895	1070	1307	1007	1371	1083	1057
HNRNPDL	1300	1576	978	1311	943	1114	909	1138
HNRNPF	3012	2130	1925	2141	1684	1994	1837	1850
HNRNPH1	2772	2240	1689	1914	2021	1925	1255	1032
HNRNPH3	614	716	479	532	496	730	352	554
HNRNPK	5022	6090	4316	4333	3805	5163	3678	2753
HNRNPL	4249	3704	2599	3096	2410	3319	2888	2128
HNRNPLL	417	87	229	238	184	279	339	132
HNRNPM	2765	1803	2072	1872	1466	1914	1942	1655
HNRNPR	1676	1643	1108	1230	1080	1245	973	1165
HNRNPU	4411	4767	3395	4005	3640	3970	2632	3087
HNRNPUL1	1487	1174	1607	1780	1568	1541	1613	2043
HNRNPUL2	2041	1546	1579	1610	1402	1493	1687	1616
HOMER2	70	91	79	46	67	55	86	90
HOMEZ	118	72	130	59	90	114	169	83
HOOK1	28	193	99	25	98	93	82	37
HOOK2	65	82	50	62	43	51	42	62
HOOK3	244	359	196	268	386	168	157	185
HP1BP3	1443	1195	1233	807	757	694	576	1193
HPCAL1	79	107	84	161	80	115	139	209
HPRT1	150	244	86	305	201	182	107	97
HPS1	293	142	425	199	140	285	383	427
HPS3	141	153	253	125	234	170	173	158
HPS4	103	63	176	88	95	104	115	150
HPS5	191	172	280	157	275	186	233	204
HPS6	192	145	183	145	177	143	150	136
HRAS	39	25	33	81	49	74	70	46
HRSP12	70	93	53	38	57	58	51	36
HS1BP3	104	51	99	46	60	52	79	61
HS2ST1	37	74	64	47	49	52	84	83
HSBP1	288	239	109	137	85	104	81	93
HSCB	74	46	64	79	69	76	97	96
HSD17B10	603	382	458	332	245	420	414	364
HSD17B11	121	230	247	84	197	100	143	101
HSD17B12	253	438	194	185	252	143	144	118
HSD17B4	609	748	807	557	742	638	651	752
HSD17B7	44	98	35	44	69	35	46	21
HSD17B8	265	139	181	91	98	160	178	138
HSDL2	232	135	212	147	261	239	128	118
HSF1	323	202	453	438	559	553	757	424
HSF2	150	155	143	109	103	129	94	110
HSH2D	1256	418	1226	435	243	656	1038	1025
HSP90AA1	8571	11123	6469	7306	5445	9237	5043	4345
HSP90AB1	26538	18273	13976	13762	13330	18605	13280	8084
HSP90B1	5042	11890	4786	6262	4413	3581	5325	6306
HSPA13	607	553	550	334	579	335	234	248
HSPA14	190	182	162	177	206	178	201	157
HSPA1B	190	808	103	174	80	202	156	54
HSPA1L	118	114	107	116	80	216	141	63
HSPA4	1559	1579	1148	1371	1672	1123	1134	1027
HSPA5	3531	4665	2727	4086	5179	2270	2078	2144
HSPA8	5002	6742	5011	8105	6627	8076	8506	5359
HSPA9	2443	3857	2159	2308	2964	2542	1715	1500
HSPB1	147	168	124	183	531	147	68	120
HSPB11	144	169	152	136	147	121	66	104
HSPBAP1	94	52	76	52	64	42	55	54
HSPBP1	216	154	149	190	128	210	262	157
HSPD1	1710	4272	1216	2051	1923	2481	1917	989
HSPE1	96	238	34	133	70	120	51	31
HSPG2	126	192	81	207	97	56	101	152
HSPH1	662	685	600	725	1013	526	407	564
HTATIP2	114	210	69	138	114	106	103	109
HTATSF1	264	358	266	304	248	306	304	352
HTRA2	528	301	453	453	515	607	761	412
HTT	1333	942	1916	968	2193	1439	1313	1376
HUS1	353	125	161	117	127	128	151	81
HUWE1	8352	5852	8591	4893	5497	10944	8448	4487
HVCN1	2518	1304	1820	1158	1365	1221	1097	694
HYAL2	34	33	42	58	45	46	62	122
HYLS1	98	49	86	68	100	37	64	52
HYOU1	4810	2683	3977	1949	2710	2409	2554	2025
IAH1	275	149	204	122	181	141	209	141
IARS	2346	2515	2612	1206	2312	2384	2756	947
IARS2	433	470	426	420	977	439	721	264
IBTK	160	237	250	149	400	182	251	196
ICAM1	3558	3584	1998	1057	517	1144	1484	1296
ICAM2	534	314	317	106	86	187	192	119
ICAM3	1127	297	1049	949	867	1324	2426	1333
ICE1	255	205	459	329	417	352	410	425
ICE2	169	117	227	117	124	205	342	170
ICMT	40	95	43	93	57	71	99	65
ICOSLG	208	86	343	39	90	62	117	125
ICT1	172	205	153	139	142	191	202	132
ID2	98	1147	71	536	546	114	69	182
ID3	405	124	222	228	222	194	177	180
IDE	436	314	407	394	405	349	358	327
IDH1	266	300	241	250	241	172	121	159
IDH2	517	458	397	706	262	940	809	1182
IDH3A	157	195	149	197	181	186	126	255
IDH3B	682	383	353	347	295	366	389	286
IDH3G	696	325	474	432	394	397	347	398
IDI1	501	1380	689	355	587	414	447	386
IDS	43	76	211	174	321	215	540	280
IER2	482	321	292	339	600	330	258	151
IER3	609	1295	298	390	251	530	843	191
IER3IP1	78	116	79	95	120	116	85	59
IER5	1152	468	1234	460	636	438	397	471
IFFO1	84	59	122	93	78	99	51	124
IFFO2	182	158	137	161	69	157	164	160
IFI16	1124	1015	1483	999	1426	1691	1193	1173
IFI27L2	43	39	77	39	74	39	62	125
IFI30	1081	2333	701	1481	2079	852	781	925
IFI35	244	154	397	199	107	309	369	393
IFIH1	895	565	1090	516	352	764	967	1006
IFIT5	155	161	128	222	273	160	279	121
IFITM1	187	143	117	90	63	192	284	58
IFITM2	1083	336	496	363	710	518	292	236
IFNAR1	90	89	161	69	112	58	104	137
IFNAR2	130	116	247	107	143	68	112	312
IFNGR1	820	700	664	393	420	569	174	769
IFNGR2	278	179	418	312	220	428	1047	777
IFNLR1	147	20	227	72	244	74	159	71
IFRD1	203	184	146	166	270	262	294	68
IFRD2	92	100	94	130	123	217	217	162
IFT122	85	80	70	102	70	89	84	86
IFT172	64	97	78	92	67	85	82	113
IFT20	48	59	72	52	71	40	64	54
IFT27	73	50	80	50	42	46	63	84
IFT43	128	94	63	91	50	75	61	52
IFT46	123	83	77	62	48	86	58	70
IFT52	54	52	62	60	65	64	70	85
IFT57	158	132	126	215	511	228	130	114
IFT74	52	81	67	60	94	63	42	47
IFT88	46	39	37	37	34	43	33	34
IGBP1	389	240	269	287	340	367	517	238
IGF1R	40	272	38	71	68	39	76	89
IGF2R	3748	1695	4090	1751	2255	2407	4015	1513
IGFBP4	425	122	471	407	188	274	414	662
IGFLR1	642	186	842	343	485	423	746	589
IGHMBP2	121	101	107	96	81	82	102	107
IGSF3	4673	1438	4569	1312	413	3591	2816	3404
IGSF8	81	179	79	166	167	92	75	149
IK	807	920	810	715	733	772	544	536
IKBIP	79	126	66	63	63	50	37	43
IKBKAP	389	330	408	302	334	337	398	348
IKBKB	296	229	346	219	222	231	228	283
IKBKE	287	85	402	163	106	244	325	355
IKBKG	186	206	140	118	70	79	77	124
IKZF1	1587	1076	1370	1041	866	1153	1133	1313
IKZF3	513	470	989	528	950	417	287	1188
IKZF5	44	33	88	52	106	64	79	72
IL10RA	3131	1019	3385	1031	609	1653	2933	1993
IL10RB	232	217	309	137	195	177	196	259
IL13RA1	285	863	238	411	52	296	186	1274
IL15RA	73	193	91	104	109	76	187	138
IL16	2236	654	2005	670	746	897	640	1132
IL17RA	248	166	297	166	156	113	156	171
IL21R	1907	875	1751	612	835	976	1086	719
IL23A	59	426	47	37	51	36	21	27
IL27RA	86	52	51	101	58	92	63	113
IL2RA	1498	1711	1171	511	328	1118	2963	967
IL2RB	87	63	102	224	316	212	181	219
IL2RG	4929	2713	4253	1562	2054	1816	1676	1799
IL32	33	344	137	127	71	86	81	210
IL4I1	4912	2330	2651	1634	1977	2614	3169	962
IL4R	2576	1328	3627	1008	779	1856	1457	2809
IL6R	103	167	363	80	70	90	90	203
IL6ST	35	60	74	48	78	47	67	54
ILDR1	28	22	69	56	44	82	74	72
ILF2	2117	1624	1545	1825	2008	1337	1304	1506
ILF3	1715	1401	1649	1532	1159	1646	1192	2170
ILK	1239	783	1072	786	783	762	847	821
ILKAP	233	132	151	176	170	189	225	140
ILVBL	91	55	62	111	78	67	114	136
IMMT	718	1329	830	661	876	907	830	780
IMP3	438	211	244	253	142	236	315	265
IMP4	356	238	271	253	250	385	418	266
IMPA1	186	174	142	171	158	93	114	154
IMPAD1	107	82	122	155	156	126	185	142
IMPDH1	274	246	214	366	162	344	427	314
IMPDH2	1300	1438	1155	1468	1610	2521	2488	1408
INCENP	200	412	211	319	255	199	149	365
INF2	217	213	76	330	132	163	168	221
ING1	72	31	43	60	50	44	56	51
ING3	126	126	124	86	151	105	66	87
ING4	114	126	134	113	64	74	84	153
ING5	127	129	106	114	78	124	105	97
INIP	140	162	155	88	184	114	62	61
INO80	186	161	302	252	279	234	339	326
INO80C	175	103	96	91	104	73	55	54
INO80D	262	109	440	169	217	196	132	315
INO80E	207	131	164	127	107	144	176	178
INPP1	95	43	176	88	32	123	200	228
INPP4A	65	46	109	89	153	64	72	74
INPP5B	824	351	1008	352	542	677	772	456
INPP5D	3114	1049	3710	1439	2008	2039	2607	1863
INPP5E	45	20	69	41	55	42	45	63
INPP5F	338	166	709	215	548	423	619	251
INPP5K	315	200	312	210	212	274	276	222
INPPL1	453	225	496	332	443	442	472	293
INSIG1	301	399	147	259	226	193	128	242
INSIG2	37	60	72	37	68	49	57	57
INTS1	720	471	671	524	421	493	407	662
INTS10	64	118	95	102	125	114	193	167
INTS12	135	128	144	118	138	113	178	119
INTS2	256	217	308	174	234	273	235	187
INTS3	880	628	908	840	1630	730	696	601
INTS4	243	195	277	212	235	192	229	230
INTS5	291	171	294	295	228	283	457	457
INTS6	842	557	802	385	596	551	1082	300
INTS7	152	212	243	165	156	212	174	226
INTS8	298	186	241	222	207	283	257	241
INTS9	724	382	571	301	256	420	386	309
INVS	86	48	113	67	91	76	107	98
IP6K1	155	125	196	184	171	132	166	232
IP6K2	408	240	327	261	232	286	341	310
IPO11	172	219	128	186	163	199	198	131
IPO13	103	86	154	222	201	177	159	237
IPO4	769	384	365	642	352	721	746	508
IPO5	1163	1504	1024	1288	1328	1804	1710	967
IPO7	710	1289	856	889	1004	1229	1729	618
IPO8	668	676	621	454	523	562	496	431
IPO9	566	459	489	482	676	473	317	348
IPP	57	62	44	44	51	49	47	37
IPPK	90	53	76	76	112	64	87	55
IQCB1	337	280	325	229	321	357	359	173
IQCE	54	40	43	34	39	58	60	25
IQGAP1	795	1898	603	967	1247	524	364	452
IQSEC1	497	267	571	600	1158	140	204	761
IRAK1	491	163	517	427	343	570	586	569
IRAK2	56	252	83	66	165	68	46	56
IRAK4	123	145	103	89	118	91	78	57
IREB2	340	268	284	295	303	234	291	219
IRF1	763	882	1188	912	343	1089	2024	2000
IRF2	598	409	813	363	475	343	373	559
IRF2BP1	116	70	93	148	104	74	108	135
IRF2BP2	1426	800	1470	742	623	857	765	1265
IRF2BPL	332	200	224	364	220	310	305	228
IRF3	498	205	576	321	305	336	350	699
IRF4	6130	2218	7059	2037	2373	2748	2627	3280
IRF5	1133	411	1554	521	899	665	995	1121
IRF7	54	83	94	133	66	69	149	290
IRF8	627	647	635	1026	1168	560	1130	679
IRF9	561	308	1013	353	298	358	726	843
IRGQ	154	95	60	85	73	80	87	46
ISCA2	97	62	58	81	49	50	59	107
ISCU	384	313	403	210	267	116	214	446
ISG15	38	40	32	39	40	71	72	39
ISG20	984	682	533	636	715	416	1342	328
ISG20L2	117	99	135	132	142	177	189	169
ISOC1	72	94	79	94	78	80	128	110
ISOC2	106	66	84	102	60	94	150	158
IST1	1327	911	1372	606	734	694	834	602
ITCH	564	476	746	402	704	375	494	340
ITFG1	219	236	174	193	410	142	210	83
ITFG2	90	128	114	74	86	62	77	105
ITFG3	374	209	374	207	158	254	327	298
ITGA3	201	80	151	116	34	128	107	189
ITGA5	154	495	82	212	116	175	121	109
ITGAL	500	654	531	591	1598	344	346	464
ITGAM	324	327	283	126	81	359	88	169
ITGAV	83	1284	51	108	83	67	126	38
ITGAX	148	709	121	494	631	251	77	277
ITGB1	782	1136	1096	599	429	305	777	1451
ITGB1BP1	100	91	103	101	94	135	171	98
ITGB2	590	4272	501	1008	2084	521	621	281
ITGB3BP	76	102	58	65	64	75	55	52
ITGB4	57	33	60	124	21	69	138	190
ITGB7	196	119	289	171	197	235	172	316
ITM2A	490	193	417	230	53	322	175	426
ITM2B	696	858	603	477	840	271	235	264
ITPA	338	190	174	202	135	182	196	135
ITPK1	822	153	526	255	127	383	245	374
ITPKB	1997	414	1501	503	431	786	696	683
ITPKC	88	55	76	54	67	56	68	44
ITPR1	1671	1312	2181	761	939	930	1347	1068
ITPR2	735	638	1119	513	1012	488	652	427
ITPR3	702	356	991	551	454	694	445	958
ITPRIP	98	73	75	68	57	52	52	78
ITPRIPL1	61	39	33	60	23	112	77	60
ITSN2	1125	758	1874	878	1580	1013	1368	916
IVD	369	445	541	317	216	388	474	582
IVNS1ABP	83	219	154	155	287	237	103	147
IWS1	592	575	451	472	496	546	538	381
IZUMO4	80	20	121	77	218	92	144	47
JADE1	145	94	203	144	87	175	178	347
JADE2	690	228	834	458	555	398	394	687
JADE3	431	119	571	287	459	193	439	466
JAGN1	250	113	189	106	133	117	169	124
JAK1	2829	3246	2915	1920	2323	1895	2174	1789
JAK2	179	113	370	214	379	320	433	301
JAK3	1285	1174	1655	1335	1037	1516	1398	1663
JARID2	177	180	488	138	171	235	166	354
JAZF1	106	41	174	34	183	36	54	31
JKAMP	146	192	169	144	148	100	113	174
JMJD1C	614	419	1323	505	1163	722	792	628
JMJD4	46	58	65	60	31	65	72	222
JMJD6	340	158	210	236	255	219	235	182
JMJD8	97	62	81	77	54	89	102	95
JMY	314	244	354	113	169	183	236	113
JOSD1	46	42	53	73	155	79	76	34
JOSD2	57	25	59	58	80	71	51	62
JTB	147	116	169	133	204	118	358	196
JUN	1862	866	1307	803	773	1173	880	682
JUNB	2222	2026	1125	1638	1998	1391	1499	797
JUND	624	321	432	672	634	513	778	433
KANSL1	483	294	725	417	492	450	494	587
KANSL2	257	183	167	189	149	147	193	148
KANSL3	213	181	261	239	235	241	197	270
KARS	1289	1384	990	1141	1089	1223	1673	1096
KAT2A	225	119	282	248	157	297	300	507
KAT2B	29	36	122	67	115	88	87	150
KAT5	533	333	489	298	267	284	353	434
KAT6A	399	322	636	421	501	441	454	597
KAT6B	144	148	231	236	337	255	174	186
KAT7	670	497	574	516	495	581	473	427
KAT8	402	194	308	183	167	209	389	259
KATNA1	136	151	177	114	173	155	163	92
KATNB1	79	52	75	113	72	144	98	119
KATNBL1	41	68	44	35	47	27	64	26
KBTBD2	72	104	77	111	109	87	112	87
KBTBD4	228	101	171	129	127	121	157	140
KBTBD6	47	38	39	34	39	50	58	26
KBTBD7	76	51	52	32	38	49	60	30
KBTBD8	163	58	135	144	415	81	123	64
KCMF1	203	207	268	305	393	294	652	299
KCNA3	275	245	539	214	36	338	438	1128
KCNAB2	212	186	222	225	324	221	159	225
KCNK6	43	20	40	42	90	39	38	78
KCNN4	524	329	583	389	588	707	482	268
KCNQ5	45	33	61	51	131	45	32	39
KCTD1	56	36	52	33	38	58	68	23
KCTD10	221	236	183	165	175	138	161	125
KCTD13	56	27	87	45	63	63	85	58
KCTD17	49	30	39	66	45	38	50	86
KCTD18	103	52	99	61	85	48	79	58
KCTD2	84	47	69	58	65	64	40	71
KCTD20	153	174	217	167	191	188	157	216
KCTD5	143	100	145	80	131	111	86	69
KDELR1	844	334	496	453	404	408	491	438
KDELR2	550	457	387	524	467	357	464	476
KDM1A	599	512	339	674	553	535	608	423
KDM1B	171	103	181	92	91	171	218	110
KDM2A	882	551	1085	762	566	552	641	1269
KDM2B	4349	1928	3602	1856	2227	1829	2400	1818
KDM3A	234	224	267	222	402	181	225	163
KDM3B	1375	772	1595	868	856	992	1151	1151
KDM4A	427	409	625	336	380	479	479	411
KDM4B	1083	419	1036	688	1166	530	831	684
KDM4C	343	221	431	244	412	289	338	245
KDM5A	758	795	766	714	733	674	783	639
KDM5B	250	274	429	182	530	177	275	160
KDM5C	846	657	1018	896	556	886	806	1194
KDM6A	168	201	303	253	209	255	270	352
KDM6B	446	280	590	377	677	399	412	445
KDM7A	75	143	101	90	65	47	49	144
KDM8	79	44	59	32	23	37	44	52
KDSR	68	108	64	88	63	82	118	109
KEAP1	99	141	142	228	167	155	130	395
KHDRBS1	2006	1975	1361	1496	1301	1357	1357	1045
KHNYN	180	97	222	116	151	85	92	180
KHSRP	856	793	603	1323	677	965	834	1130
KIAA0020	144	352	180	164	301	324	203	124
KIAA0040	118	52	170	65	92	63	97	107
KIAA0100	690	517	932	921	859	890	853	1211
KIAA0141	300	206	281	203	249	222	283	281
KIAA0195	232	137	269	224	213	212	235	282
KIAA0196	252	243	254	201	369	236	308	141
KIAA0226	674	223	934	302	695	469	424	319
KIAA0226L	847	379	880	473	630	412	1135	458
KIAA0232	42	68	77	77	130	70	66	64
KIAA0319L	152	128	242	167	224	180	179	209
KIAA0355	106	67	216	150	163	167	166	173
KIAA0368	668	1083	936	1072	1323	1031	1460	839
KIAA0391	226	165	170	176	201	184	142	177
KIAA0430	430	355	1064	380	609	480	480	774
KIAA0556	133	88	138	68	80	78	72	88
KIAA0586	193	136	230	121	204	157	162	139
KIAA0753	67	48	66	58	82	62	66	42
KIAA0907	543	176	890	342	552	434	573	484
KIAA0922	1162	697	1816	697	1396	1207	1247	862
KIAA0930	47	29	40	71	55	52	56	66
KIAA1033	789	791	450	427	1074	471	479	115
KIAA1109	333	264	640	343	538	367	420	390
KIAA1143	98	109	138	90	84	126	82	85
KIAA1147	200	129	278	137	143	170	255	221
KIAA1191	108	80	197	106	151	203	295	144
KIAA1279	131	117	180	129	296	132	85	80
KIAA1328	23	27	33	20	26	24	32	33
KIAA1407	104	35	396	33	25	30	30	412
KIAA1429	728	518	687	575	704	580	611	509
KIAA1468	86	108	141	133	191	134	137	148
KIAA1524	62	206	65	204	195	130	77	114
KIAA1551	665	896	1250	702	1438	691	767	826
KIAA1586	42	65	59	54	48	58	58	66
KIAA1715	62	56	58	58	56	47	49	60
KIAA1919	29	28	56	31	36	61	31	52
KIAA2013	286	171	315	352	341	275	288	405
KIAA2018	42	44	154	99	176	126	89	229
KIAA2026	41	35	128	66	123	104	117	109
KIDINS220	255	232	309	284	454	308	305	228
KIF11	83	609	130	526	415	281	87	337
KIF13A	59	47	145	48	42	76	151	83
KIF13B	532	507	505	584	522	406	389	510
KIF14	66	162	31	317	140	134	67	59
KIF15	186	318	175	230	123	201	112	270
KIF16B	72	35	70	80	154	42	90	110
KIF18A	29	83	29	111	69	85	25	98
KIF1B	297	322	325	409	277	277	407	418
KIF1C	542	84	771	228	270	323	324	472
KIF20A	30	214	45	152	156	64	25	110
KIF20B	120	301	128	167	220	164	91	126
KIF21A	84	202	65	157	111	84	75	98
KIF21B	258	172	220	178	567	263	228	62
KIF22	298	470	234	549	298	429	261	569
KIF2A	751	1220	778	611	540	687	1192	512
KIF2C	55	631	84	484	365	301	62	362
KIF3A	204	118	167	91	178	119	158	58
KIF3B	392	110	542	227	263	513	571	239
KIF5B	746	1065	597	701	820	707	748	487
KIFAP3	353	211	277	269	401	343	348	133
KIFC1	44	287	58	420	246	161	46	306
KIFC2	65	32	107	28	43	54	44	46
KIN	131	104	90	71	86	97	49	46
KIZ	97	46	114	41	110	57	80	50
KLC1	654	633	505	472	532	453	580	403
KLC2	280	180	271	162	111	207	199	202
KLC4	78	71	85	69	37	52	65	127
KLF10	52	38	48	94	214	45	30	95
KLF11	71	104	66	149	137	68	91	122
KLF12	220	118	237	112	117	154	107	119
KLF13	551	236	378	153	71	253	334	397
KLF16	64	37	53	56	53	46	43	43
KLF5	28	108	41	53	22	47	22	92
KLF6	817	398	733	435	787	516	666	217
KLF7	264	99	136	46	20	182	117	54
KLF9	99	52	101	100	130	70	86	89
KLHDC10	121	101	102	84	100	101	102	65
KLHDC2	368	169	185	291	183	152	156	217
KLHDC3	168	124	176	236	168	212	291	230
KLHDC4	80	130	95	76	153	97	107	66
KLHDC7B	45	123	34	52	22	74	76	45
KLHL11	111	104	114	104	122	94	138	97
KLHL12	202	163	219	160	208	200	190	140
KLHL14	67	34	158	33	31	27	53	191
KLHL15	37	67	50	42	63	47	72	29
KLHL18	261	100	244	136	249	215	264	89
KLHL2	69	70	80	107	71	154	225	91
KLHL20	116	65	82	103	111	85	94	64
KLHL21	87	150	88	123	55	84	82	201
KLHL22	90	83	59	95	82	48	62	96
KLHL24	177	214	226	165	478	92	145	125
KLHL26	53	37	34	58	26	47	37	66
KLHL28	146	157	133	107	130	96	74	100
KLHL36	84	65	87	96	109	89	107	126
KLHL42	38	39	36	44	35	26	35	46
KLHL5	28	54	45	57	122	68	60	48
KLHL6	1313	839	924	626	563	702	814	732
KLHL7	143	110	70	142	126	67	107	65
KLHL8	29	41	25	40	28	29	47	48
KLHL9	109	109	100	103	89	128	166	83
KMT2A	2142	990	2655	852	887	1266	1117	1186
KMT2B	528	229	578	408	393	405	351	550
KMT2C	1165	571	1927	649	1065	852	955	926
KMT2D	1266	782	1091	885	810	763	854	945
KMT2E	692	365	1505	643	1145	1113	1229	1038
KNOP1	142	181	50	110	52	126	92	80
KNSTRN	111	167	60	86	86	96	64	47
KNTC1	255	841	318	774	477	953	330	586
KPNA1	269	361	196	287	434	223	213	116
KPNA2	327	1197	349	897	983	431	417	501
KPNA3	412	416	307	293	521	271	254	163
KPNA4	872	657	570	668	611	662	537	327
KPNA6	958	654	808	616	586	589	702	591
KPNB1	2795	3374	2799	3228	2803	3269	3609	2756
KPTN	53	23	35	51	21	36	61	58
KRAS	146	250	98	136	294	91	89	37
KRCC1	67	67	56	51	67	52	69	50
KRI1	508	407	245	474	239	363	345	372
KRIT1	170	135	238	112	206	162	226	99
KRR1	322	588	270	290	420	460	236	251
KRT10	43	44	64	22	32	43	69	30
KRTCAP2	542	403	599	344	647	377	457	350
KSR1	88	93	80	44	121	65	70	27
KTN1	480	763	543	481	643	613	980	430
KXD1	333	216	308	450	292	491	785	465
KYNU	529	974	573	700	739	883	623	388
L2HGDH	47	45	45	57	39	84	75	63
L3MBTL2	159	165	155	209	142	184	178	266
L3MBTL3	31	65	47	48	97	49	37	39
LACTB	426	448	290	322	461	384	365	186
LACTB2	184	168	99	113	137	81	41	109
LAGE3	224	52	98	75	44	109	108	100
LAMA5	195	53	77	116	57	70	81	93
LAMC1	371	368	176	380	143	207	214	304
LAMP1	1295	1795	1600	802	1264	758	904	901
LAMP2	529	588	503	258	404	221	141	267
LAMP3	53	5443	122	407	265	216	41	689
LAMTOR1	325	364	172	174	128	108	173	224
LAMTOR2	327	151	164	153	223	169	127	90
LAMTOR3	122	113	124	73	151	89	51	40
LAMTOR4	298	237	194	184	139	156	161	208
LAMTOR5	567	316	355	194	272	217	256	154
LANCL1	135	155	194	93	125	103	113	123
