ID	MRNA_A	MRNA_B	MRNA_C	MRNA_D	A	B	C	D
FBXO36	0	0	2	1	19	11	27	23
FBXO38	11	11	8	8	971	931	1317	1566
FBXO39	0	0	0	0	0	0	0	0
FBXO4	0	0	0	1	105	108	209	291
FBXO40	3	5	4	5	7	11	7	2
FBXO41	6	6	4	15	28	48	32	65
FBXO42	1	4	2	1	212	178	288	358
FBXO43	1	1	0	0	21	7	17	34
FBXO44	5	3	3	8	42	35	59	49
FBXO45	42	47	34	39	323	262	428	524
FBXO46	6	6	3	6	212	245	224	335
FBXO47	0	0	0	0	0	0	0	0
FBXO48	12	6	6	3	4	3	3	7
FBXO5	7	5	3	5	364	457	629	935
FBXO6	23	19	10	17	9	4	4	34
FBXO7	5	10	3	6	864	689	1209	1363
FBXO8	17	30	12	19	137	67	167	219
FBXO9	6	9	1	3	136	106	167	194
FBXW10	0	1	0	2	0	0	0	0
FBXW11	11	22	4	3	847	669	1089	1117
FBXW12	0	0	0	0	0	0	0	0
FBXW2	30	24	27	27	295	280	359	381
FBXW4	16	16	12	13	56	74	88	124
FBXW4P1	0	0	0	0	0	0	0	0
FBXW5	4	9	7	3	530	378	670	476
FBXW7	1	8	3	11	18	17	46	33
FBXW8	4	10	7	5	331	176	395	240
FBXW9	2	0	0	0	291	206	389	272
FCAMR	0	0	0	0	0	0	0	0
FCAR	14	11	10	11	0	0	0	0
FCER1A	0	0	0	0	0	0	0	0
FCER1G	0	0	0	0	2	1	0	0
FCER2	0	0	0	0	0	0	0	0
FCF1	28	34	22	30	490	487	723	832
FCGBP	0	0	0	0	0	0	0	0
FCGR1A	0	0	0	0	0	0	0	0
FCGR1B	0	0	0	0	0	0	0	0
FCGR1C	0	0	0	0	0	0	0	0
FCGR2A	0	1	0	0	0	0	0	0
FCGR2B	0	0	0	0	0	0	0	0
FCGR2C	0	0	0	0	0	0	0	0
FCGR3A	0	0	0	0	0	0	1	0
FCGR3B	0	0	0	0	0	0	0	0
FCGRT	0	0	0	0	30	15	50	52
FCHO1	0	0	0	0	6	10	2	13
FCHO2	5	1	0	1	358	362	569	688
FCHSD1	411	478	381	334	95	55	133	125
FCHSD2	15	13	12	12	184	155	302	368
FCMR	1531	1706	2170	2143	3	1	1	0
FCN1	0	0	0	0	0	0	0	0
FCN2	0	0	0	0	0	0	0	0
FCN3	3	1	2	2	0	0	0	0
FCRL1	0	1	0	0	0	0	0	0
FCRL2	0	0	0	0	0	0	0	0
FCRL3	0	0	0	0	0	0	0	0
FCRL4	0	0	0	0	0	0	0	0
FCRL5	0	0	0	0	0	0	0	6
FCRL6	0	0	0	0	0	0	0	0
FCRLA	0	0	0	0	13	7	49	28
FCRLB	2	8	1	5	38	29	45	50
FDCSP	0	0	0	0	0	0	0	0
FDFT1	37	68	13	27	4655	3835	8337	9314
FDPS	55	76	51	49	3496	2976	5750	6084
FDPSP2	90	73	63	63	0	0	0	0
FDX1	2	1	2	3	293	341	374	465
FDX1L	1	0	0	1	187	122	224	179
FDXACB1	7	14	9	14	54	87	83	65
FDXR	2	3	0	0	381	242	449	332
FECH	13	15	7	14	571	432	716	803
FEM1A	8	5	6	3	742	532	781	786
FEM1B	11	7	10	7	328	264	580	598
FEM1C	4	6	0	1	401	319	593	660
FEN1	209	301	163	151	2932	2412	5308	4792
FENDRR	22	19	12	4	0	0	0	0
FER	22	43	30	22	405	313	588	616
FER1L4	7	9	2	4	0	0	0	0
FER1L5	2	4	2	1	0	1	0	0
FER1L6	0	1	0	0	0	0	0	0
FER1L6-AS1	0	0	0	0	0	0	0	0
FER1L6-AS2	0	0	0	0	0	0	0	0
FERD3L	0	0	0	0	0	0	0	0
FERMT1	3	4	4	1	257	303	339	371
FERMT2	7	15	5	5	1252	1023	2012	2056
FERMT3	95	87	81	73	8	8	23	27
FES	0	0	0	0	28	43	47	14
FETUB	0	0	0	0	2	7	5	13
FEV	0	0	0	0	1	0	4	0
FEZ1	27	29	31	29	1	0	1	5
FEZ2	8	8	4	6	778	488	1184	1023
FEZF1	0	0	1	0	2	0	4	0
FEZF1-AS1	2	3	4	1	0	0	0	0
FEZF2	0	0	0	0	11	196	21	269
FFAR1	0	0	0	0	0	0	0	0
FFAR2	4	7	6	3	0	0	0	0
FFAR3	0	0	0	0	0	0	0	0
FFAR4	4	7	4	3	0	0	0	0
FGA	0	0	0	0	1	0	0	0
FGB	13	5	8	6	0	0	0	0
FGD1	286	319	252	267	97	67	105	110
FGD2	1	0	0	0	0	0	0	0
FGD3	0	0	0	0	1	2	4	0
FGD4	10	9	10	8	51	66	88	93
FGD5	0	0	0	2	0	0	0	0
FGD5-AS1	36	65	32	53	0	0	0	0
FGD5P1	10	10	8	8	0	0	0	0
FGD6	7	3	2	6	76	87	104	168
FGF1	1	1	1	2	16	2	46	24
FGF10	0	0	0	0	0	0	0	0
FGF10-AS1	0	0	0	0	0	0	0	0
FGF11	1	1	1	0	15	4	3	6
FGF12	0	0	1	0	27	5	32	25
FGF12-AS1	0	0	0	0	0	0	0	0
FGF13	1	2	3	2	198	153	290	186
FGF13-AS1	0	0	1	1	0	0	0	0
FGF14	0	0	0	0	2	0	0	0
FGF14-AS1	0	0	0	0	0	0	0	0
FGF14-AS2	0	0	0	0	0	0	0	0
FGF14-IT1	0	0	0	0	0	0	0	0
FGF16	0	0	0	0	0	0	0	0
FGF17	0	0	0	0	0	0	0	0
FGF18	0	0	0	0	0	0	1	0
FGF19	0	0	0	0	0	0	0	0
FGF2	54	68	59	61	7	31	12	15
FGF20	0	0	0	0	0	0	0	0
FGF21	0	0	0	0	0	0	0	0
FGF22	0	0	0	0	2	0	6	0
FGF23	0	0	0	0	0	0	0	0
FGF3	0	0	0	0	0	0	0	0
FGF4	0	0	0	0	0	0	0	0
FGF5	53	57	56	48	172	125	277	212
FGF6	0	0	0	0	0	0	0	0
FGF7	1	2	5	0	0	0	0	0
FGF8	0	0	0	0	0	0	0	0
FGF9	0	0	0	0	0	0	0	0
FGFBP1	0	0	0	0	0	3	1	1
FGFBP2	0	0	0	0	7	2	5	3
FGFBP3	11	9	12	12	54	49	74	82
FGFR1	53	71	58	44	180	111	258	158
FGFR1OP	3	2	0	0	228	221	310	316
FGFR1OP2	34	16	12	11	214	140	277	270
FGFR2	13	14	5	10	0	0	0	0
FGFR3	2	0	4	1	1	1	0	0
FGFR4	0	1	0	1	100	97	167	221
FGFRL1	2	6	2	7	202	180	385	350
FGG	0	0	0	0	0	0	0	0
FGGY	2	0	2	1	39	39	57	50
FGL1	0	0	0	0	0	0	0	0
FGL2	1	6	3	2	0	0	0	0
FGR	0	0	0	0	0	8	2	0
FH	3	9	2	3	1516	1786	2327	3215
FHAD1	8	9	13	6	2	13	11	1
FHDC1	13	9	10	8	29	24	48	64
FHIT	0	0	0	0	8	3	1	3
FHL1	11	11	5	9	34	12	64	18
FHL2	9	12	16	10	2789	1881	3633	3013
FHL3	0	0	0	1	317	231	381	411
FHL5	0	0	0	0	0	0	0	0
FHOD1	17	23	16	15	1057	1262	1380	1732
FHOD3	70	84	47	42	677	508	856	786
FIBCD1	0	0	0	0	12	3	6	3
FIBIN	0	0	0	0	0	0	0	0
FIBP	1	3	0	3	1261	889	1560	1345
FICD	0	3	2	2	82	56	112	77
FIG4	1	4	1	1	261	203	399	477
FIGF	0	0	0	0	0	0	0	0
FIGLA	0	0	0	0	0	0	0	0
FIGN	0	1	0	0	61	47	68	72
FIGNL1	4	6	3	3	305	269	536	658
FIGNL2	0	2	3	2	2	0	1	0
FILIP1	0	0	0	0	0	0	1	3
FILIP1L	22	11	12	9	2	0	0	2
FIP1L1	12	27	12	21	533	487	770	709
FIRRE	8	12	6	6	0	0	0	0
FIS1	3	2	1	7	620	310	810	557
FITM1	0	0	0	0	0	0	1	0
FITM2	1	0	0	2	263	253	350	389
FIZ1	0	2	1	0	190	120	186	162
FJX1	18	19	5	22	182	166	429	553
FKBP10	19	22	12	18	3010	2516	3758	3823
FKBP11	1	0	0	1	114	99	128	149
FKBP14	58	59	45	67	98	63	184	137
FKBP15	19	26	11	19	788	702	1071	1367
FKBP1A	98	77	60	87	5377	4596	6446	7822
FKBP1A-SDCBP2	0	0	0	0	0	0	0	0
FKBP1AP1	29	17	9	13	0	0	0	0
FKBP1B	0	0	0	0	5	8	17	9
FKBP2	4	8	5	4	856	937	1137	1380
FKBP3	7	11	9	19	1668	1246	2727	2656
FKBP4	66	68	57	55	2114	1529	2558	2110
FKBP5	38	54	35	47	194	161	316	344
FKBP6	39	45	31	21	0	0	0	4
FKBP7	1	4	1	0	89	69	116	111
FKBP8	35	40	17	15	1693	1108	2324	1726
FKBP9	32	34	32	36	311	372	572	905
FKBP9P1	12	12	7	6	0	0	0	0
FKBPL	0	0	0	0	90	37	106	88
FKRP	5	6	4	2	101	77	149	189
FKSG29	0	0	0	0	0	0	0	0
FKTN	4	6	5	4	136	136	149	117
FLAD1	9	7	9	5	332	264	447	420
FLCN	21	19	25	20	231	188	298	287
FLG	1899	1970	1127	1057	20	30	90	71
FLG-AS1	3	3	1	1	0	0	0	0
FLG2	60	61	43	42	0	0	0	0
FLI1	4	2	3	3	252	186	359	243
FLII	22	38	17	33	3423	2985	4129	4610
FLJ10038	7	6	4	5	0	0	0	0
FLJ12825	26	29	19	20	0	0	0	0
FLJ13224	10	4	7	11	0	0	0	0
FLJ16171	0	0	1	0	0	0	0	0
FLJ16779	1	0	0	1	0	0	0	0
FLJ20021	0	1	1	6	0	0	0	0
FLJ21408	4	6	2	9	0	0	0	0
FLJ22447	0	0	0	0	0	0	0	0
FLJ22763	0	0	0	0	0	0	0	0
FLJ23867	0	2	1	0	0	0	0	0
FLJ25758	0	0	0	0	0	0	0	0
FLJ26245	0	0	0	0	0	0	0	0
FLJ26850	2	1	2	0	0	0	0	0
FLJ27354	0	1	0	1	0	0	0	0
FLJ30679	2	0	1	0	0	0	0	0
FLJ31104	0	0	0	1	0	0	0	0
FLJ31356	3	3	2	2	0	0	0	0
FLJ31662	14	15	19	12	0	0	0	0
FLJ32255	0	0	0	0	0	0	0	0
FLJ33360	0	1	1	2	0	0	0	0
FLJ33534	5	7	6	4	0	0	0	0
FLJ33581	3	2	2	2	0	0	0	0
FLJ34503	0	0	0	0	0	0	0	0
FLJ35934	1	6	1	1	0	0	0	0
FLJ36000	0	1	0	1	0	0	0	0
FLJ36777	2	6	5	4	0	0	0	0
FLJ37035	1	2	6	9	0	0	0	0
FLJ37201	0	0	0	0	0	0	0	0
FLJ37453	22	30	26	27	0	0	0	0
FLJ37505	1	2	1	0	0	0	0	0
FLJ38122	0	0	0	0	0	0	0	0
FLJ38576	0	1	0	0	0	0	0	0
FLJ40194	0	0	1	0	0	0	0	0
FLJ40288	0	0	0	0	0	0	0	0
FLJ41200	8	3	5	12	0	0	0	0
FLJ41278	0	0	0	0	0	0	0	0
FLJ41941	10	6	8	1	0	0	0	0
FLJ42102	21	36	20	17	0	0	0	0
FLJ42351	7	7	3	9	0	0	0	0
FLJ42393	0	0	0	0	0	0	0	0
FLJ42627	45	46	28	31	0	0	0	0
FLJ42969	0	0	0	0	0	0	0	0
FLJ43315	0	0	0	0	0	0	0	0
FLJ43879	8	6	3	6	0	0	0	0
FLJ44635	0	0	0	0	135	144	132	256
FLJ45079	0	0	0	1	0	0	0	0
FLJ45513	1	2	1	3	0	0	0	0
FLJ46066	0	0	0	0	0	0	0	0
FLJ46284	0	0	0	0	0	0	0	0
FLJ46906	1	0	2	1	0	0	0	0
FLNA	194	245	121	142	34822	37369	49885	65175
FLNB	244	340	169	152	2967	7791	4088	11175
FLNC	16	11	6	12	1275	1628	2124	3048
FLOT1	25	53	20	22	2796	1961	3859	3726
FLOT2	4	3	3	3	769	452	1094	1059
FLRT1	33	45	39	37	0	0	0	0
FLRT2	0	1	0	0	7	8	13	26
FLRT3	3	5	0	3	992	641	1491	1859
FLT1	26	31	36	30	0	0	0	0
FLT3	0	0	0	0	0	1	0	0
FLT3LG	1	1	0	0	37	28	48	32
FLT4	7	3	3	6	1	7	2	14
FLVCR1	18	23	12	12	128	130	234	351
FLVCR1-AS1	0	0	1	0	0	0	0	0
FLVCR2	4	1	2	1	7	14	8	1
FLYWCH1	2	4	1	1	178	119	256	208
FLYWCH2	0	1	0	2	43	16	51	74
FMN1	30	42	19	30	361	409	396	612
FMN2	5	9	3	4	46	73	81	137
FMNL1	25	37	17	17	365	388	345	347
FMNL2	75	73	60	47	1365	1389	1706	1987
FMNL3	329	441	388	418	704	636	1049	1143
FMO1	0	0	0	0	0	0	0	0
FMO2	0	0	0	0	0	0	0	0
FMO3	0	0	0	0	0	0	1	0
FMO4	0	0	0	0	4	0	9	7
FMO5	3	0	0	0	0	0	1	0
FMO6P	0	0	0	0	0	0	0	0
FMO9P	0	0	0	0	0	0	0	0
FMOD	0	0	0	0	0	0	0	0
FMR1	11	13	7	10	613	648	903	920
FMR1-AS1	0	0	0	0	0	0	0	0
FMR1NB	0	0	0	0	0	0	0	0
FN1	69	91	38	51	3171	8245	3909	11859
FN3K	0	0	1	0	12	23	8	2
FN3KRP	2	2	0	1	473	338	658	448
FNBP1	9	11	13	12	481	303	700	575
FNBP1L	18	21	14	14	302	167	530	478
FNBP4	17	20	15	14	479	576	620	792
FNDC1	0	0	0	0	1	0	2	0
FNDC3A	10	21	16	11	1083	1053	1428	1743
FNDC3B	22	29	9	15	2717	2405	3659	4145
FNDC4	1	1	0	0	0	1	2	3
FNDC5	6	12	8	8	0	0	0	0
FNDC7	0	0	0	0	0	0	0	0
FNDC8	138	186	156	146	0	0	0	0
FNDC9	5	1	3	0	0	0	0	0
FNIP1	10	13	7	14	524	536	758	902
FNIP2	0	1	0	1	47	34	74	77
FNTA	9	11	7	14	535	453	743	966
FNTB	3	3	4	1	55	10	54	19
FOCAD	8	6	4	6	540	799	873	1380
FOCAD-AS1	0	5	5	0	0	0	0	0
FOLH1	0	1	0	1	49	25	113	100
FOLH1B	0	0	0	0	5	1	10	12
FOLR1	0	0	0	0	2	4	2	10
FOLR2	0	0	0	0	0	0	0	0
FOLR3	0	0	0	0	0	0	0	2
FOPNL	17	11	9	15	182	208	306	377
FOS	0	0	0	0	10	12	10	2
FOSB	2	2	0	1	2	7	7	14
FOSL1	36	36	34	40	4072	3225	5015	4798
FOSL2	24	21	11	17	1510	1383	1748	1796
FOXA1	3	1	3	1	23	11	35	32
FOXA2	0	0	0	0	1	0	2	1
FOXA3	0	0	0	0	10	6	16	3
FOXB1	0	0	0	0	0	0	0	1
FOXB2	0	0	0	0	15	17	6	33
FOXC1	5	7	3	9	396	423	411	580
FOXC2	18	26	30	35	208	235	202	260
FOXC2-AS1	63	69	82	73	0	0	0	0
FOXCUT	27	17	22	16	0	0	0	0
FOXD1	6	9	12	9	295	315	478	563
FOXD2	164	165	145	127	262	168	249	268
FOXD2-AS1	2	0	0	0	0	0	0	0
FOXD3	29	21	26	30	57	50	66	65
FOXD3-AS1	19	19	19	22	0	0	0	0
FOXD4	0	0	0	0	1	0	0	0
FOXD4L1	0	0	0	0	2	3	3	0
FOXD4L3	0	0	0	0	0	0	0	0
FOXD4L4	0	0	0	1	1	0	0	0
FOXD4L5	5	5	5	3	0	0	0	0
FOXD4L6	0	2	0	0	1	0	0	0
FOXE1	0	0	0	0	3	1	0	0
FOXE3	1	0	0	0	9	2	6	2
FOXF1	1	0	0	0	28	59	51	89
FOXF2	4	8	8	4	115	122	137	192
FOXG1	3	3	2	4	41	48	73	70
FOXG1-AS1	0	0	0	0	0	0	0	0
FOXH1	164	178	145	136	0	0	1	0
FOXI1	0	0	0	0	0	0	0	0
FOXI2	0	0	0	0	2	0	0	0
FOXI3	0	0	0	0	4	3	2	6
FOXJ1	0	0	0	0	0	0	0	0
FOXJ2	19	27	14	16	157	126	228	234
FOXJ3	40	52	39	34	974	1008	1280	1486
FOXK1	31	29	23	37	552	561	813	1155
FOXK2	9	18	7	7	442	391	695	817
FOXL1	0	2	1	1	11	7	10	24
FOXL2	1	0	1	0	0	0	1	0
FOXL2NB	20	16	15	17	0	0	0	0
FOXM1	79	52	43	45	543	451	906	695
FOXN1	0	0	0	0	0	0	0	0
FOXN2	5	2	2	4	310	308	374	382
FOXN3	25	22	16	12	84	61	162	139
FOXN3-AS1	0	4	0	2	0	0	0	0
FOXN3-AS2	0	1	1	0	0	0	0	0
FOXN4	0	0	0	0	0	0	0	0
FOXO1	0	0	0	0	155	110	176	182
FOXO3	9	13	10	12	313	280	437	570
FOXO3B	7	9	6	8	0	0	0	0
FOXO4	1	3	1	4	35	23	32	42
FOXO6	1	0	0	0	1	0	0	3
FOXP1	1	7	2	4	421	339	719	725
FOXP1-AS1	0	0	0	0	0	0	0	0
FOXP2	0	0	0	0	111	217	140	360
FOXP3	46	52	73	49	0	3	0	0
FOXP4	15	21	13	9	297	263	437	454
FOXP4-AS1	0	1	0	0	0	0	0	0
FOXQ1	0	0	1	0	0	0	3	0
FOXR1	1	0	0	0	0	0	0	0
FOXR2	3	3	3	6	142	62	163	147
FOXRED1	0	0	4	1	377	445	508	695
FOXRED2	15	21	13	16	289	273	378	436
FOXS1	0	0	0	0	2	3	4	0
FPGS	10	11	18	7	1674	1435	2159	2232
FPGT	0	1	0	1	123	167	216	255
FPGT-TNNI3K	0	0	0	0	0	0	0	0
FPR1	0	0	0	0	318	282	267	273
FPR2	0	0	0	0	1	3	5	4
FPR3	0	0	0	0	0	2	0	0
FRA10AC1	11	14	12	10	100	62	199	206
FRAS1	0	1	0	1	18	11	27	38
FRAT1	0	2	0	1	32	44	27	45
FRAT2	7	12	11	10	60	92	51	56
FREM1	0	0	2	0	2	2	0	19
FREM2	4	5	8	5	153	242	225	486
FREM3	0	0	0	0	0	0	0	0
FRG1	16	8	2	3	412	245	618	413
FRG1B	10	13	6	9	0	0	0	0
FRG2	1	0	3	2	1	0	1	0
FRG2B	1	0	1	0	0	0	0	0
FRG2C	0	0	0	0	0	0	0	0
FRG2DP	0	0	0	0	0	0	0	0
FRG2EP	0	0	0	0	0	0	0	0
FRK	0	0	0	0	0	0	1	0
FRMD1	0	0	0	0	0	0	0	0
FRMD3	10	4	8	7	141	126	190	154
FRMD4A	187	177	129	143	1287	994	2269	1966
FRMD4B	0	0	0	0	30	17	55	17
FRMD5	34	40	16	23	606	529	1035	1054
FRMD6	14	13	5	12	922	922	1484	1806
FRMD6-AS1	1	2	3	2	0	0	0	0
FRMD6-AS2	2	0	1	1	0	0	0	0
FRMD7	0	0	0	0	0	0	0	0
FRMD8	6	7	10	9	349	273	479	364
FRMD8P1	0	0	0	0	0	0	0	0
FRMPD1	0	0	0	0	0	0	0	0
FRMPD2	0	2	0	0	1	7	3	0
FRMPD2B	0	0	0	0	0	0	0	0
FRMPD3	0	1	0	0	1	0	3	0
FRMPD3-AS1	0	0	0	0	0	0	0	0
FRMPD4	0	0	0	0	8	1	14	2
FRRS1	8	8	11	9	155	149	255	333
FRRS1L	0	0	0	0	0	0	0	0
FRS2	2	1	4	3	98	70	155	121
FRS3	0	0	1	3	5	8	7	14
FRY	0	2	2	0	70	44	91	146
FRY-AS1	0	3	2	0	0	0	0	0
FRYL	8	7	2	3	963	1438	1349	2218
FRZB	1	0	1	0	88	69	107	87
FSBP	0	0	0	0	16	7	46	32
FSCB	0	0	0	0	0	0	0	0
FSCN1	19	15	5	16	3232	2318	4951	5096
FSCN2	4	4	1	7	0	0	0	0
FSCN3	0	0	0	0	0	0	0	0
FSD1	1	5	4	4	710	547	1065	997
FSD1L	0	1	0	0	45	34	65	133
FSD2	232	166	168	232	0	0	0	0
FSHB	0	0	0	0	0	0	0	0
FSHR	0	0	0	0	0	0	0	2
FSIP1	2	1	0	3	19	26	27	28
FSIP2	10	0	4	2	0	5	0	1
FST	0	0	0	0	3	8	14	23
FSTL1	11	17	14	11	404	385	734	664
FSTL3	9	16	3	17	218	208	286	429
FSTL4	0	0	2	0	0	0	0	0
FSTL5	0	0	1	1	0	0	0	0
FTCD	2	1	0	1	0	0	3	0
FTCDNL1	0	0	0	0	0	0	0	0
FTH1	41	48	32	37	795	865	1178	1620
FTH1P18	0	0	0	0	0	0	2	0
FTH1P3	3	1	1	2	0	0	0	0
FTHL17	0	0	0	0	0	0	0	0
FTL	15	23	13	12	2095	1590	2841	2782
FTLP10	8	5	1	4	0	0	0	0
FTMT	0	0	0	0	0	0	0	0
FTO	21	25	16	22	1111	960	1618	1407
FTO-IT1	0	1	0	0	0	0	0	0
FTSJ1	2	3	0	5	819	758	1061	1106
FTSJ2	7	13	4	8	433	245	552	359
FTSJ3	168	257	145	199	2892	2471	4107	4456
FTX	3415	3701	4272	3667	0	0	0	0
FUBP1	30	47	19	36	2571	2457	4291	4665
FUBP3	39	77	38	51	2493	1902	3222	2815
FUCA1	1	1	2	0	150	196	201	291
FUCA2	32	57	43	38	1553	1242	2002	2117
FUK	5	8	18	15	153	117	164	255
FUNDC1	2	2	1	3	131	133	252	181
FUNDC2	1	7	2	0	256	171	389	325
FUNDC2P2	0	0	0	0	0	0	0	0
FUOM	0	0	0	0	0	0	0	0
FURIN	12	14	12	9	387	321	687	549
FUS	101	149	76	85	7845	6483	11529	12557
FUT1	11	12	8	4	0	2	0	0
FUT10	0	1	1	1	20	12	34	36
FUT11	9	19	4	5	539	463	654	758
FUT2	123	137	120	92	2	0	0	0
FUT3	0	0	0	0	0	0	0	0
FUT4	12	12	5	8	30	12	35	45
FUT5	0	0	0	0	0	0	0	0
FUT6	20	20	20	23	0	0	0	0
FUT7	0	0	0	0	0	0	0	0
FUT8	19	32	20	21	299	209	440	450
FUT8-AS1	1	3	2	5	0	0	0	0
FUT9	1	5	3	3	0	0	0	0
FUZ	450	458	474	442	332	237	524	537
FXN	54	53	39	52	288	243	376	521
FXR1	74	90	71	84	2905	2915	4282	4624
FXR2	52	62	39	43	1011	848	1312	1328
FXYD1	0	0	0	1	0	6	1	0
FXYD2	0	0	0	0	0	0	0	0
FXYD3	0	0	0	0	0	0	0	0
FXYD4	0	0	0	0	1	0	1	0
FXYD5	4	1	4	7	3307	2264	4572	4059
FXYD6	0	0	0	0	0	0	0	0
FXYD6-FXYD2	0	0	0	0	0	0	0	0
FXYD7	1	0	1	2	0	0	0	0
FYB	0	0	0	0	1	1	3	18
FYCO1	13	13	6	6	822	702	1177	1191
FYN	8	17	5	4	306	228	497	359
FYTTD1	18	23	14	15	1335	1280	1883	2349
FZD1	3	0	3	5	177	151	262	288
FZD10	0	0	0	0	0	0	0	0
FZD10-AS1	5	2	2	1	0	0	0	0
FZD2	7	13	7	10	579	623	735	1004
FZD3	32	26	19	15	109	98	143	152
FZD4	94	109	115	116	41	39	53	67
FZD5	0	3	2	1	72	109	75	84
FZD6	13	15	10	10	408	454	564	644
FZD7	0	0	2	3	117	93	105	117
FZD8	1	2	3	1	909	1018	892	1262
FZD9	0	0	0	0	1	2	0	0
FZR1	7	7	3	1	1270	1004	1705	1616
G0S2	0	4	3	3	176	148	252	270
G2E3	3	2	1	1	484	567	753	772
G3BP1	30	59	20	34	6058	5234	8795	10674
G3BP2	49	66	34	51	1959	2131	2978	3351
G6PC	8	3	3	6	0	0	0	0
G6PC2	0	0	0	0	0	0	0	0
G6PC3	1	4	0	3	1518	1482	2130	2522
G6PD	18	24	13	12	3065	2107	3952	3443
GAA	0	1	1	0	325	380	339	505
GAB1	2	3	0	1	102	91	168	178
GAB2	130	142	88	87	127	118	259	188
GAB3	1	3	0	0	12	16	26	23
GAB4	0	0	0	0	1	2	1	0
GABARAP	18	18	17	14	2560	1456	3334	2774
GABARAPL1	4	6	5	8	107	114	164	143
GABARAPL2	5	8	4	5	1568	874	1906	1511
GABARAPL3	0	0	0	2	0	0	0	0
GABBR1	1	7	1	0	18	20	27	89
GABBR2	0	0	0	0	2	2	1	3
GABPA	211	254	275	307	429	471	670	813
GABPB1	49	78	71	72	360	336	551	649
GABPB1-AS1	368	464	424	420	0	0	0	0
GABPB2	3	0	2	1	44	38	64	42
GABRA1	0	0	0	0	0	0	1	11
GABRA2	0	0	0	0	15	3	19	7
GABRA3	6	6	3	6	62	90	54	113
GABRA4	0	0	2	0	0	0	0	0
GABRA5	0	0	0	0	9	3	24	8
GABRA6	0	1	0	0	9	8	18	10
GABRB1	0	0	0	0	3	6	9	18
GABRB2	0	0	0	0	0	1	0	0
GABRB3	0	0	1	0	59	41	112	82
GABRD	0	0	0	0	0	0	0	0
GABRE	0	0	0	0	0	0	2	23
GABRG1	0	0	0	0	0	1	0	0
GABRG2	0	0	0	0	2	9	1	2
GABRG3	1	1	0	0	48	18	68	79
GABRG3-AS1	0	0	0	0	0	0	0	0
GABRP	0	0	0	0	0	0	0	0
GABRQ	3	7	7	4	0	0	0	0
GABRR1	0	0	0	0	0	0	0	0
GABRR2	0	0	0	0	0	0	0	1
GABRR3	0	0	0	0	0	0	0	0
GACAT1	0	0	0	0	0	0	0	0
GACAT2	3	3	3	1	0	0	0	0
GACAT3	0	0	0	0	0	0	0	0
GAD1	0	0	0	0	0	1	0	0
GAD2	0	0	0	0	0	0	0	0
GADD45A	30	18	12	51	647	466	795	663
GADD45B	6	6	2	12	173	162	317	262
GADD45G	1	2	0	2	0	0	0	0
GADD45GIP1	16	12	4	9	2136	1784	2923	2897
GADL1	0	0	0	0	1	0	0	0
GAGE1	3	0	1	0	0	0	0	0
GAGE10	0	0	0	0	0	0	0	0
GAGE12B	0	0	0	0	0	0	0	0
GAGE12C	0	0	0	0	0	0	0	0
GAGE12D	0	0	0	0	0	0	0	0
GAGE12E	0	0	0	0	0	0	0	0
GAGE12F	0	0	0	0	0	0	0	0
GAGE12G	0	0	0	0	0	0	0	0
GAGE12H	0	0	0	0	0	0	0	0
GAGE12I	0	0	0	0	0	0	0	0
GAGE12J	0	0	0	0	0	0	0	0
GAGE13	0	0	0	0	0	0	0	0
GAGE2A	0	0	0	0	2	0	0	0
GAGE2B	0	0	0	0	0	0	0	0
GAGE2C	0	0	0	0	0	0	0	0
GAGE2D	0	0	0	0	0	0	0	0
GAGE2E	0	0	0	0	0	0	0	0
GAGE4	0	0	0	0	0	0	0	0
GAGE5	0	0	0	0	0	0	0	0
GAGE6	0	0	0	0	0	0	0	0
GAGE7	0	0	0	0	0	0	0	0
GAGE8	0	0	0	0	0	0	0	0
GAK	2	7	5	3	938	717	1258	1188
GAL	0	0	0	0	0	0	0	0
GAL3ST1	0	0	0	0	0	0	0	0
GAL3ST2	0	0	0	1	1	0	2	0
GAL3ST3	8	4	6	5	0	0	1	0
GAL3ST4	3	7	5	6	29	19	49	26
GALC	0	1	2	1	59	53	66	98
GALE	3	6	6	2	924	716	1310	1436
GALK1	2	0	0	0	351	278	421	450
GALK2	1	3	1	1	358	391	463	477
GALM	20	22	15	17	111	75	147	158
GALNS	5	5	4	6	156	112	274	299
GALNT1	9	18	5	10	493	479	984	1188
GALNT10	46	59	53	47	97	84	170	144
GALNT11	13	21	11	8	60	58	66	70
GALNT12	1	1	1	2	25	18	39	16
GALNT13	8	13	3	9	62	69	133	152
GALNT14	8	13	4	9	382	389	696	623
GALNT15	11	6	11	17	13	3	12	13
GALNT16	4	4	1	4	234	284	475	555
GALNT18	1	2	0	0	30	19	57	18
GALNT2	20	33	13	15	1202	800	2124	1956
GALNT3	0	0	0	1	0	8	0	0
GALNT4	0	0	0	0	3	29	8	26
GALNT5	0	0	0	0	0	0	0	0
GALNT6	13	12	12	9	62	90	119	98
GALNT7	59	62	39	40	1208	1345	1667	1964
GALNT8	0	0	0	0	0	0	0	1
GALNT9	1	1	0	0	0	0	0	0
GALNTL5	0	0	0	0	1	0	0	0
GALNTL6	1	0	0	0	0	0	1	0
GALP	0	0	0	0	0	0	0	0
GALR1	0	0	1	1	0	0	2	0
GALR2	0	1	0	0	0	1	1	0
